product_name,overall_rating,site_category_lv1,site_category_lv2,reviewer_gender,reviewer_state,review_text
jogo chave combinada 11 pecas 6 19 mm,Nota: nota 5,ferramentas jardim,ferramentas manuais,m,sp,bom estao parabens produto alem expetativa | produto ruim produto totalmente diferente fotos anuncio acabamento pessima qualidade produto anuncio acabamento melhor loja enviou nao recomendo ninguem
jogo chave fenda 7 pecas vde 21702160ph077 gedore,Nota: nota 5,casa construcao,ferramentas,m,sp,otima ferramenta gosta trabalhar ferramentas qualidade
jogo chave fenda philips eletricista 7 pecas leetools602051,Nota: nota 2,ferramentas jardim,ferramentas manuais,m,sp,chave plastico estilo chave soquete pouco metal duvido durabilidade fabricado china pra variar preco baixo arrependi
jogo chaves combinada fixa estrela 6 22 mm 1wt excellent,Nota: nota 4,ferramentas jardim,ferramentas manuais,m,rs,vale custo beneficio entrega dentro prazorecomendo quen interessar possa
jogo churrasco inox polywood 12 pecas 21199903,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,f,sp,conjunto bonito otima qualidade cor castanho escuro bem legal madeira bem lisinha diferente antigo aspero resumindo adorei compra recomendo
jogo churrasco jumbo 12 pc cabo madeira polywood lamina aco inox 21199996 tramontina,Nota: nota 1,utilidades domesticas,churrasqueira,m,sp,impossivel avaliar produto nao recebi comprei jogo churrasco jumbo 12 pc cabo madeira polywood lamina aco inox 21199996 tramontina recebi case arma fogo ate agora nao resolveram troca devolvem valor ja paguei nota zero vendedor quanto produto nao sei nao recebi
jogo cilada estrela,Nota: nota 3,brinquedos,jogos,m,mg,brinquedo simples interessante brinquedo simples interessante brinquedo simples interessante
jogo colonizadores catan grow,Nota: nota 5,brinquedos,jogos,m,sp,fornecedor irresponsavel incompetente comprei 1104 hoje dia 2504 nota fiscal faturada ainda propria americanas mandou mensagem dizendo quiser cancelar pedido so clicar botao cancelar entrega jogo parece espetacular fornecedor alegria viver pessimo | posso avaliar produto nao entregue ainda deram prazo entrega gostaria resolvido problema rapidamente possivel enviei varias mensagens nao recebi nenhuma resposta voces aguardo solucao rapidamente possivel obrigada
jogo copos 6 pecas 320 ml vega bohemia,Nota: nota 5,utilidades domesticas,copos tacas canecas,m,rs,produto excelente qualidade lindo vou comprar tirando atraso tudo certo
jogo cozinha turim 32 pecas grafitepreto tramontina,Nota: nota 3,utilidades domesticas,panelas,f,sp,gostei produto entrega super rapida tambem tamanhos sao pequenos formas bolo tamanho normal faz | produto bom tramontina tramontina exelente preco | sao maravilhosas melhor esperava | boa qualidade atende expectativas recomendo
jogo damas ludo xalingo 60210,Nota: nota 1,brinquedos,jogos,f,mg,recebi jogo hoje achei ruim material ainda veio so ludo nao dama decepcionada
jogo dance central 2 xbox 360 x360 microsoft,Nota: nota 4,games,xbox 360,m,sp,primeiro melhor jogo jogos favoritos kinect
jogo dardos magnetico dupla face tiro alvo mira grande,Nota: nota 4,brinquedos,jogos,m,pr,excelente pois ajudou aproximar ainda pai filha
jogo diablo lll diablo 3 xbox 360,Nota: nota 5,games,xbox 360,m,mg,otimo jogo recomendo criativo diferenciado bastante acao mapas legais
jogo domino osso maleta profissional,Nota: nota 1,brinquedos,jogos,f,go,ja solicitei devolucao nao retorno produto veio embalagem mofada tamanho pequeno
jogo estrela,Nota: nota 4,brinquedos,jogos,f,sp,jogo onde ativa memoria pequenos bom | produto entregue bem antes esperado bem embalado jc ta parabens produto bom so achei vem poucas cartas tempo crianca decora cartas jogo fica graca jogar
jogo experiencias lab 80 experiencias estrela,Nota: nota 4,brinquedos,jogos,m,rs,bom incentivar criatividade crianca | nao entregaram produto venderam cancelaram pedido nao honraram venda | bom ensinar porem materiais sao qualidade questionavel principalmente frascos contem reagentes pois sao ruins abrir fechar
jogo facas cozinha 3 pecas preto 24099037 tramontina,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,f,sc,entrega produto rapida esperado chegou bem antes prazo estipulado quanto produto corte tres facas excelente nao ha falar relacao qualidade alem design lindo vale cada centavo investido
jogo facas tramontina plenus misto inox 6 pecas,Nota: nota 3,utilidades domesticas,utensilios acessorios domesticos,m,pr,aparencia parece bommas ainda useiacredito qe bomate agora produto comprei aplicativo americana estao funcionando perfeitamente pra mim americanas melhor loja vendase produtos qualidade | otima qualidade todos produtos tramontina recomendo | produto otima qualidade bom acabamento corte preciso | nao posso opinar bom ruim pois comprei dia 26 abril entrega pra chegar ate dia 11 maio hoje dia 25 maio ainda nao chegousendo ja ate paguei arrependi ter comprado | material primeira facas corte preciso plastico rebarbas | entrega rapida otimo produto americanas tramontina nao poderia diferente
jogo facas tramontina plenus pre inox 3 pecas,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,f,rs,produto otima qualidade chegou 3 dias uteis antes prazo satisfeita compra americanas obrigada | satisfeito produto recomendo show | bom dia gostei bastante produto prazo entrega super recomendo
jogo fala ai edicao familia hasbro,Nota: nota 2,brinquedos,jogos,f,sp,comprei namorado tentar jogar porem pra adultos pra entender tudo falam super legal pra criancas falam nao pra entender caso pra adultos nao deu certo
jogo ferramentas 14 sparta 129 pecas caixa plastica,Nota: nota 3,ferramentas jardim,ferramentas manuais,m,sp,bom dia greve mercadoria entregue prazo | ferramenta bonita excelente produto qualidade boa maridao amou receber presente unica coisa q deixou desejar trena pois material ruim bem fragil restante excelente super recomendo | realizei pedido prazo entrega 5 10 dias uteis nisso ja vai fazer 1 mes pedi rastreamento nao funciona encontrase desatualizado ja 2 semanas
jogo ferramentas pneumaticas 5 pecas 573029 mtx,Nota: nota 3,ferramentas jardim,compressores pistolas ar,m,ba,vale apena gostei kit veio prazo chegou tudo conformes
jogo fifa 17 fifa 2017 xbox one,Nota: nota 5,games,xbox one,f,df,produto chegou antes prazo previsto entrega filhos adoraram
jogo fifa 2017 ps4 1215a controle dualshock 4 preto,Nota: nota 1,games,playstation 4,m,rj,kkkkkkkkkkkkkkkkkkkkk 1 fucking controle 1 fucking game r1000 temers
jogo formas silicone mini cupcakes ke home,Nota: nota 3,utilidades domesticas,utensilios acessorios domesticos,f,df,sao excelentes apesar demora absurda pra entregar acredito vou pedir pq sao uteis faceis limpar otimas
jogo fresas dobradica tipo forstner 5 pecas 10152025 35m mtx,Nota: nota 1,casa construcao,ferramentas,m,ba,nao recomendo pois produto nao chegou mandando mensagens sobre demora entrega ainda nao obtive resposta | bom produto inclusive embalagem caixa madeira parabens fabricante
jogo fresas tupia 12 pecas,Nota: nota 5,ferramentas jardim,materiais jardinagem,m,sp,bom recomendo precise comprar ferramente muita utilidade preco bom
jogo frigideiras aluminio 3 pecas tramontina turim vermelha,Nota: nota 4,utilidades domesticas,panelas,m,sp,gostei produto corresponde anuncio nao gruda nada otimo aderentes
jogo friso lateral aircross preto perla nera 2013 ate 2016,Nota: nota 5,automotivo,tuning,m,pr,caiu bem carro duvida ficou apresentavel produto otima qualidade recomendo todos optem adquirilo
jogo friso lateral creta branco polar slim 4 pecas friso11,Nota: nota 5,automotivo,tuning,f,sp,recomendo qualidade otima entrega perfeita fiquei satisfeita
jogo friso lateral slim onix vermelho carmim 4 pecas friso04,Nota: nota 3,automotivo,tuning,m,sp,unico problema notei produto vem embalagem interna preso adesivo pra nao fiquem soltos dentro caixa voce tenta tirar pecas caixa tambem adere fortemente fitas adesivas peca acabam puxando ta bom
jogo futebol pequeno belfix,Nota: nota 1,brinquedos,brinquedos esportivos,f,rj,sabem porque nao sei porque nao recebi nada ate hj | nao recebi droga produto ficam perguntando achei acho melhor entregarem logo sim
jogo genius estrela,Nota: nota 4,brinquedos,jogos,f,rj,todos deveriam ter brinquedo brinquedo otima qualidade otimo pra memoria
jogo jantar 42 pecas porcelana anacapri rojemac,Nota: nota 3,utilidades domesticas,pratos talheres,f,ba,fica lindo mesa posta amei
jogo jantar 42 pecas porcelana florido wolff super white mail box prata rojemac,Nota: nota 3,utilidades domesticas,pratos talheres,m,rj,perceptivel bordas pratos pintura aparelho geral acabento imperfeicoes | aparelho jantar maravilhoso lindo unico defeito pratos fundo pequeno poderia maior | amei produto chegou prazo perfeito estado bem embalado | achei lindo acabamento alcas xicaras poderia caprichado | produto excelente qualidade bem embalado tudo separado nao ter atrito loucas ja recomendei varias amigas alem chegar antes previsto anunciado americanas
jogo jantar prisma branco 42 pecas porcelana schmidt,Nota: nota 4,utilidades domesticas,pratos talheres,f,sc,lindo otima qualidade recomendo pois jantares serao maravilhosos
jogo laminas serra ticotico 14 pecas 1214 western,Nota: nota 3,ferramentas jardim,ferramentas manuais,m,sp,gostei produto bom obrigado jogo laminas serra ticotico 14 pecas | jogo laminas serra ticotico otima compra fiz melhor esperava super aprovada
jogo lego jurassic world xbox 360,Nota: nota 5,games,xbox 360,f,rj,comprei jogo filho 8 anos amou
jogo lencol casal estampado isis 04 pecas tecido misto vermelho cor 4,Nota: nota 3,cama mesa banho,jogo cama,m,rj,produto bom entrega tambem bom bom bombom bom bom
jogo lencol casal liso ellegance 04 pecas tecido cetim charmousse preto,Nota: nota 1,cama mesa banho,jogo cama,f,go,todos outros produtos pedidos junto ja recebi jogo lencol nao chegou aplicativo mostra aguardando nota fiscal data entrega dia 10012018 hoje ja 290120018
jogo lencol casal padrao liso pati 04 pecas tecido microfibra branco,Nota: nota 2,cama mesa banho,jogo cama,m,pr,jogo lencol veio sujo pequeno furo tecido bem fino
jogo lencol casal padrao marina 03 pecas tecido misto patchwork rosa,Nota: nota 2,cama mesa banho,jogo cama,m,mg,infelizmente medida nao condiz altura colchao tecido rude embora preco nao poderia esperar primor positivo ressalta tonalidade desenho
jogo lencol cetim preto solteiro seda alto brilho c vira 3 pcs,Nota: nota 5,cama mesa banho,jogo cama,f,sp,gostei tudo tecido bonito macio brilhoso entrega super rapida
jogo lencol renascence queen percal 180 fios 4 pecas,Nota: nota 3,cama mesa banho,colchas,f,sp,lencol pouco melhor outro comprei ainda nao lavei saber ficara apos lavagem
jogo lencol solteiro jornal juvenil 3 pecas preto,Nota: nota 3,cama mesa banho,jogo cama,m,ba,material foto nao condiz material entregue pois aparenta grosso realmente nao produto ruim nao vale preco cobra principalmente somando frete | qualidade tecido bem basica bom parece nao gruda sujeira facil limpar ainda nao lavei 60 algodao 40 poliester ai foto parece q lencol cima grande colcha nao lencol fino material boa qualidade lencol baixo preto ficou otimo cama box otimos elasticos fronha tb cumpre promete poderia estampada lado outro preto foto n condiz c realidade pois so estampa borda resto preto
jogo lencol solteiro malha sleepy sheep momentos,Nota: nota 1,cama mesa banho,linha infantil,f,rj,nao avaliar devido produto pois ate momento nao recebi jogo lencol ja pago
jogo lencol solteiro malha sleepy sheep pirata,Nota: nota 2,cama mesa banho,linha infantil,f,pr,gostei imagens sao iguais produto real porem qualidade malha decepcionou primeira noite filho dormiu nela ja amanheceu todo laceado lencol deformado nao recomendo
jogo lencol solteiro padrao liso pati 02 pecas tecido microfibra vermelho,Nota: nota 3,cama mesa banho,jogo cama,m,sp,simples funcional gostei entrega antes prazo estimado
jogo mesa 4 cadeiras dobravel 70x70 imbuia,Nota: nota 1,moveis,mesa,f,mg,medo comprar to depoimentos pessoas sobre mesas cadeiras bar
jogo mesa 4 cadeiras madeira 70 70 dobraveis pintura,Nota: nota 1,moveis,mesa,m,sp,b comprei dois jogos mesas cadeiras respeitaram prazo entrega veio defeito entrei contato 10 dias pra responderem 1º email enviei outro respondo sobre condicoes produto foto nfe anexa conforme soicitado detalhando problema mostrando defeitos ate hoje nada nao recomendo | produto acabamento algumas pecas mesas todas quebradas | otimo custo beneficio produto qualidadeentrega antes prazo
jogo mesa 4 cadeiras vinho boa vista plastico empilhaveis,Nota: nota 1,moveis,mesa,m,mg,vcs querem avalie produto nao entregue mensagem cumulo absurdo nao pouco satisfeito demora ainda vcs estao querendo avaliacao claro ruim
jogo mesa 70x70 4 cadeiras dobraveis madeira cor mel,Nota: nota 4,moveis,mesa,m,pb,produto excelente qualidade entrega prazo recomendo
jogo mesa aparador extensivel bianca 4 cadeiras dobraveis madeira macica imbuia,Nota: nota 3,moveis,mesa,m,sp,aguardando entrega desde 220218 ate hoje 220318 nao chegou dentro prazo tempo
jogo mesa conjunto 4 cadeiras madeira 70 70 dobraveis preto,Nota: nota 4,moveis,mesa,f,sp,supriu necessidades vendedor representante atencioso grata tudo
jogo mesa fixa redonda preta cm 4 cadeiras fixa mel maresias,Nota: nota 1,moveis,mesa,m,sp,dia 60318 comprei 3 jogos dessa mesa msb my shop brasil prazo entrega 21 dias ja fazem 37 dias ate agora nao recebi produto ligo telefone toda semana sempre dizem sexta feira proxima semana chegara sentido enganada lezada tambem fato nao terem sac 0800 gastar dinheirao ligacao interurbana exigo resposta produto dinheiro volta
jogo monopoly grabgo hasbro,Nota: nota 3,brinquedos,jogos,m,sp,preco bom s qualidade boa tamanho pouco ruim pecas podem perdidas facilidade poderia talvez produzir tamanho maior usando papel reciclavel
jogo p banheiro acrilico branco c strass 3 pecas fu xing,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,f,pr,gostei produto igual foto perfeito estado
jogo panela aluminio prensado frigideira tampa vidro,Nota: nota 4,utilidades domesticas,panelas,m,pr,produto mto bom recomendo todos presente pessoa gostou
jogo panelas 5 pecas ceramica 20 mm vermelha,Nota: nota 4,utilidades domesticas,utensilios acessorios domesticos,m,ba,panelas boa nao gruda comida usa menos oleo
jogo panelas 6 pecas panela pressao panelux,Nota: nota 3,utilidades domesticas,panelas,m,sp,jogo panelas simples eficiente nada sofisticado
jogo panelas aco inox solar 6 pecas tramontina,Nota: nota 4,utilidades domesticas,panelas,f,ms,ha tempo ja queria adquirir jogo vendas online preco ficou acessivel bolso obrigada | gostei panelas sao otimas mesmomuito bom material realmente comida fica saborosacom certeza vou comprar
jogo panelas alemas aco cirurgico 19 pcs vicalina,Nota: nota 1,utilidades domesticas,panelas,f,go,panelas chegaram decepcionei acabamento alcas sao tortas encaixe nitidamente visivel corte torto passando dedos redor panelas sentir inox rispido alem disso 4 panelas chegaram amassadas decepcao demais principalmente valor produto
